folder,set_id,mode,task,problem_id,level,model_raw,model,correct,outcome,speedup,dram_util,compute_pct,power_w,energy_mj,fusion,occupancy,sol_score,timeout_recovered,total_turns,first_correct_step,wall_clock_s,llm_total_tokens
pop_l123_all_gpt,set1,all,16_HamiltonianMonteCarloStep.py,16,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,40.70422535211267,6.57,46.87,0.0,0.0,14.5,96.16581281691629,0.4687,False,13,2.0,4584.983001,194795
pop_l123_all_gpt,set1,all,30_broadcast_masked_from_row0.py,30,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.2620689655172415,0.06,0.0,0.0,0.0,5.5,41.196707365892706,0.0006,False,14,3.0,3440.254193,122538
pop_l123_all_gpt,set1,all,26_ImportanceSampling.py,26,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,8.587962962962962,0.2,6.56,0.0,0.0,0.0,12.48507699453123,0.0656,False,15,4.0,4796.268605,320874
pop_l123_all_gpt,set1,all,8_EvoformerBlock.py,8,3,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.3604651162790697,100.0,12.34,0.0,0.0,1.5542,523.431368533131,1.0,False,8,5.0,2455.071398,242441
pop_l123_all_gpt,set1,all,19_DepthwiseSeparableConv1D_GELU_ResAdd.py,19,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.5084745762711866,100.0,100.0,0.0,0.0,1.3333,373.62367483202223,1.0,False,14,5.0,1465.532572,215660
pop_l123_all_gpt,set1,all,13_ConditionalVAELoss.py,13,3,gpt-5.5-priority,gpt-5.5-priority,True,correct,9.203980099502488,3.27,74.67,0.0,0.0,6.5556,303.8347968324832,0.7467,False,13,3.0,944.47687,287650
pop_l123_all_gpt,set1,all,3_FusedCrossAttentionRoPEDropout.py,3,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,4.283464566929134,80.9,100.0,0.0,0.0,3.625,199.67341316537622,1.0,False,13,9.0,2895.122741,260244
pop_l123_all_gpt,set1,all,9_AssociativeScan.py,9,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,221.38554216867468,100.0,0.0,744.41,242.54,6145.75,96.65152928739008,1.0,False,15,2.0,4071.203139,204927
pop_l123_default_gpt,set1,default,6_EdgeSoftmaxMultiHeadCSR.py,6,1,grok-4.3,grok-4.3,True,correct,1174.2424242424242,1.41,5.55,8143.61,243.08,720.25,9.718898799858401,0.0555,False,11,9.0,2609.852913,67707
pop_l123_default_gpt,set1,default,31_FusedMLAAttention.py,31,2,grok-4.3,grok-4.3,False,compile_fail,,,,,,,,,False,5,3.0,828.78643,25707
pop_l123_default_gpt,set1,default,9_AssociativeScan.py,9,1,grok-4.3,grok-4.3,True,correct,51.96531791907515,6.72,0.0,134.34,232.42,24583.0,12.460079277701256,0.0672,False,4,2.0,707.544121,12607
pop_l123_default_gpt,set1,default,25_OuterProductMean.py,25,2,grok-4.3,grok-4.3,True,correct,0.9914529914529915,100.0,7.77,575.74,233.4,1.0417,300.2882446290815,1.0,False,5,3.0,1298.863724,19051
pop_l123_default_gpt,set1,default,26_ImportanceSampling.py,26,1,grok-4.3,grok-4.3,False,compile_fail,,,,,,,,,False,6,,1375.06187,44442
pop_l123_default_gpt,set1,default,26_RoPEKVCacheUpdate.py,26,2,grok-4.3,grok-4.3,True,correct,26.917293233082706,2.63,5.56,0.0,0.0,113.9231,23.68146911489425,0.0556,False,7,5.0,2245.328015,42689
pop_l123_default_gpt,set1,default,8_EvoformerBlock.py,8,3,grok-4.3,grok-4.3,False,incorrect,,9.19,0.0,,,,54.34328728872117,0.0919,False,5,,668.990522,20360
pop_l123_default_gpt,set1,default,48_ParticleFilter.py,48,2,grok-4.3,grok-4.3,False,incorrect,,,,,,,,-1.0,False,10,,3082.548332,78603
pop_l123_default_gpt,set1,default,7_Conv1d_FFT.py,7,1,grok-4.3,grok-4.3,True,correct,1.2887323943661972,100.0,100.0,166.09,728.34,1.0,575.9730347395454,1.0,False,9,,3022.771426,46043
pop_l123_default_gpt,set1,default,36_InvariantPointAttention.py,36,2,grok-4.3,grok-4.3,True,correct,0.96,,,0.0,0.0,0.9567,,0.096,False,3,,606.479195,12218
pop_l123_default_gpt,set1,default,28_DirichletMultinomialLogLikelihood.py,28,1,grok-4.3,grok-4.3,True,correct,0.019525691699604743,0.89,18.95,183.87,465.2,2.5714,21.623239687535772,0.1895,False,4,2.0,811.919251,12457
pop_l123_default_gpt,set1,default,21_RadialBasisFunctionExpansion.py,21,1,grok-4.3,grok-4.3,True,correct,0.6902173913043479,13.42,0.0,0.0,0.0,20.0,85.31244512718357,0.1342,False,4,2.0,1050.904117,13007
pop_l123_default_gpt,set1,default,24_KimiDeltaAttentionChannelwise.py,24,2,grok-4.3,grok-4.3,True,correct,3.242105263157895,0.05,0.0,128.81,232.7,705.75,7.770114946143606,0.0005,False,6,4.0,1477.905821,34919
pop_l123_default_gpt,set1,default,31_bitmask_or_popcount.py,31,1,grok-4.3,grok-4.3,False,compile_fail,,,,,,,,,False,8,5.0,2255.516849,30131
pop_l123_default_gpt,set1,default,10_GFVLA_FusedPairwiseNodeAggregate.py,10,2,grok-4.3,grok-4.3,True,correct,0.0003856655290102389,0.58,6.62,122.01,35904.78,10.0,28.70900502015295,0.0662,False,6,,1827.818841,31505
pop_l123_default_gpt,set1,default,15_GQAKVHeadExpansionAttention.py,15,2,grok-4.3,grok-4.3,True,correct,240.46997389033942,0.85,0.0,173.13,231.84,9720.6,16.997906249491404,0.0085,False,5,2.0,1545.561999,23051
pop_l123_default_gpt,set1,default,5_LayerNorm_GELU_DilatedConv1d_ResAdd.py,5,2,grok-4.3,grok-4.3,False,incorrect,,100.0,90.27,,,,467.89988576672886,1.0,False,8,2.0,2763.527681,45457
pop_l123_default_gpt,set1,default,46_SteinVariationalGradient.py,46,2,grok-4.3,grok-4.3,True,correct,0.12156611039794608,100.0,11.66,118.13,920.28,0.9643,731.104089619633,1.0,False,12,,4238.668929,106989
pop_l123_default_gpt,set1,default,29_logsumexp_across_virtual_ranks.py,29,1,grok-4.3,grok-4.3,True,correct,5.716639209225701,0.1,0.0,0.0,0.0,20.0,9.87678855325914,0.001,False,4,2.0,1570.913004,12757
pop_l123_default_gpt,set1,default,47_virtual_all_gather_concat_linear.py,47,2,grok-4.3,grok-4.3,True,correct,0.7755102040816327,0.17,0.0,0.0,0.0,14.0,10.944052192389957,0.0017,False,5,2.0,1594.126541,16160
pop_l123_default_gpt,set1,default,8_DeepSeekMoEGroundedTop2Routing.py,8,2,grok-4.3,grok-4.3,True,correct,4.592445328031809,1.97,0.0,0.0,0.0,20.0,90.81237944198594,0.0197,False,4,2.0,1100.111643,14818
pop_l123_default_gpt,set1,default,2_FusedMultiStepDiffusionSolver.py,2,3,grok-4.3,grok-4.3,True,correct,0.01917098445595855,0.55,0.0,126.91,11852.54,104.6667,6.755562766184652,0.0055,False,10,,2933.117,100535
pop_l123_default_gpt,set1,default,35_FusedConv1dGroupNorm.py,35,2,grok-4.3,grok-4.3,True,correct,0.21239892183288409,100.0,42.92,281.78,242.58,1.75,272.0244588921522,1.0,False,8,5.0,1687.064299,52639
pop_l123_default_gpt,set1,default,1_Conv1d_Depthwise.py,1,1,grok-4.3,grok-4.3,True,correct,1.5853658536585367,38.86,37.39,0.0,0.0,6.0,84.18414467995376,0.3886,False,6,4.0,2685.20842,28144
pop_l123_default_gpt,set1,default,16_DeepSeekMoECombineScatter.py,16,1,grok-4.3,grok-4.3,False,compile_fail,,,,,,,,,False,10,5.0,2542.550953,47356
pop_l123_default_gpt,set1,default,14_GaussianProcessRBFKernel.py,14,1,grok-4.3,grok-4.3,True,correct,0.015255319148936169,17.46,22.59,100.84,481.88,3.7,98.72646892416277,0.2259,False,5,2.0,2006.700522,19566
pop_l123_default_gpt,set1,default,37_CSRFusedAttentionValue.py,37,2,grok-4.3,grok-4.3,False,incorrect,,0.42,0.0,,,,6.20522512849398,0.0042,False,7,,2968.962707,44878
pop_l123_default_gpt,set1,default,13_FarthestPointSampling3D.py,13,1,grok-4.3,grok-4.3,False,incorrect,,0.001519705471495896,0.0,,,,12.499944114112376,0.0,False,12,,5924.651787,99428
pop_l123_default_gpt,set1,default,4_GFVLA_FusedSceneGraphUpdate.py,4,2,grok-4.3,grok-4.3,True,correct,0.9930232558139535,16.11,100.0,626.05,241.54,1.0,274.8338307949545,1.0,False,7,,1687.208799,71947
pop_l123_default_gpt,set1,default,30_SelectiveScan_Mamba.py,30,2,grok-4.3,grok-4.3,True,correct,23.876404494382022,,,135.75,968.52,523.1569,,1.0,False,4,2.0,2162.342434,17547
pop_l123_default_gpt,set1,default,6_HyenaOperator.py,6,3,grok-4.3,grok-4.3,True,correct,0.9723320158102767,100.0,21.51,1509.66,7622.14,0.9325,1589.2918719322738,1.0,False,6,3.0,1641.156435,27154
pop_l123_default_gpt,set1,default,18_CSRMultiHeadSpMM.py,18,1,grok-4.3,grok-4.3,False,incorrect,,0.04,0.0,,,,6.214633657391333,0.0004,False,8,,1464.152904,41824
pop_l123_default_gpt,set1,default,30_broadcast_masked_from_row0.py,30,1,grok-4.3,grok-4.3,True,correct,1.0484848484848486,0.1,0.0,0.0,0.0,3.6667,10.741080511553555,0.001,False,4,2.0,1146.493098,12391
pop_l123_default_gpt,set1,default,32_argmax_tiebreak_smallest_rank.py,32,1,grok-4.3,grok-4.3,True,correct,29.759036144578314,0.09,0.0,0.0,0.0,94.0,11.29374337221633,0.0009,False,3,1.0,578.980207,10021
pop_l123_default_gpt,set1,default,50_HiddenMarkovForward.py,50,2,grok-4.3,grok-4.3,False,error,,,,,,,,,False,13,,6085.112426,98697
pop_l123_default_gpt,set1,default,12_DeepSeekMoEDispatchPermute.py,12,1,grok-4.3,grok-4.3,False,incorrect,,,,,,,,-1.0,False,8,,2129.205515,35434
pop_l123_default_gpt,set1,default,20_GatedDeltaNetLinearAttention.py,20,2,grok-4.3,grok-4.3,True,correct,2.3132075471698115,0.5,0.0,744.22,1941.38,993.75,18.697908397753643,0.005,False,5,3.0,2826.804903,21811
pop_l123_default_gpt,set1,default,17_CSRMaxAggregation.py,17,1,grok-4.3,grok-4.3,False,incorrect,,,,,,,,-1.0,False,8,,3937.024717,38624
pop_l123_default_gpt,set1,default,2_GraphEdgeSoftmaxCSR.py,2,1,grok-4.3,grok-4.3,True,correct,84827.58620689655,1.2,7.83,0.0,0.0,1280.3333,11.365431835577382,0.0783,False,10,8.0,4292.595919,51333
pop_l123_default_gpt,set1,default,49_sum_gelu_across_virtual_ranks.py,49,2,grok-4.3,grok-4.3,False,compile_fail,,,,,,,,,False,8,5.0,1795.686323,34526
pop_l123_default_gpt,set1,default,9_MetropolisHastingsStep.py,9,2,grok-4.3,grok-4.3,True,correct,1.2876190476190474,44.93,86.17,0.0,0.0,2.3333,164.14054735408752,0.8617,False,6,4.0,2999.229916,37338
pop_l123_default_gpt,set1,default,7_Conv1d_Depthwise_Separable.py,7,2,grok-4.3,grok-4.3,True,correct,1.5426997245179066,100.0,48.19,0.0,0.0,2.0,104.44995153213237,1.0,False,9,5.0,3392.408388,57812
pop_l123_default_gpt,set1,default,11_pipeline_three_stage_mlp.py,11,3,grok-4.3,grok-4.3,False,compile_fail,,,,,,,,,False,8,5.0,2838.744837,44003
pop_l123_default_gpt,set1,default,27_permutation_all_to_all.py,27,1,grok-4.3,grok-4.3,True,correct,1.2312312312312312,0.04,0.0,0.0,0.0,1.6,10.627748978950674,0.0004,False,9,6.0,1146.252249,34544
pop_l123_default_gpt,set1,default,12_BatchNorm_GELU_DilatedConv1d_ResAdd.py,12,2,grok-4.3,grok-4.3,False,compile_fail,,,,,,,,,False,5,,769.303739,21505
pop_l123_default_gpt,set1,default,12_NormalizingFlowPlanar.py,12,3,grok-4.3,grok-4.3,False,incorrect,,1.0,8.61,,,,28.88998491584148,0.0861,False,10,,3607.398582,78548
pop_l123_default_gpt,set1,default,7_GaussianProcessRegression.py,7,3,grok-4.3,grok-4.3,True,correct,1.0167597765363128,,,135.93,730.34,0.6034,,0.1017,False,5,,1426.050048,20099
pop_l123_default_gpt,set1,default,10_SampledDenseDenseMatmulEdges.py,10,1,grok-4.3,grok-4.3,False,compile_fail,,,,,,,,,False,7,5.0,2600.974607,30318
pop_l123_default_gpt,set1,default,9_BayesianLinearRegression.py,9,3,grok-4.3,grok-4.3,False,incorrect,,0.13,0.0,,,,24.696642449547852,0.0013,False,6,,946.683698,52083
pop_l123_default_gpt,set1,default,22_FusedBallQuery3D.py,22,2,grok-4.3,grok-4.3,False,compile_fail,,,,,,,,,False,12,,5322.78097,140578
pop_l123_default_gpt,set1,default,14_TriangularMultiplicativeUpdateOutgoing.py,14,2,grok-4.3,grok-4.3,False,incorrect,,4.96,0.0,,,,48.99819327615172,0.0496,False,5,,2080.668143,32013
pop_l123_default_gpt,set1,default,28_FusedGroupNormSiLU.py,28,2,grok-4.3,grok-4.3,True,correct,0.044316309719934104,14.02,34.89,0.0,0.0,3.0,93.52579634458596,0.3489,False,7,5.0,1251.109063,36194
pop_l123_default_gpt,set1,default,1_DeepSeekMLALoRAExpansion.py,1,2,grok-4.3,grok-4.3,True,correct,0.0004986072423398329,56.08,36.12,121.04,6073.24,1.0833,81.57505049378248,0.5608,False,6,4.0,2194.078205,27786
pop_l123_default_gpt,set1,default,5_Conv1d_Causal.py,5,1,grok-4.3,grok-4.3,False,incorrect,,93.1,24.21,,,,188.33202481534278,0.931,False,8,,3940.619331,43755
pop_l123_default_gpt,set1,default,6_TriangularAttention.py,6,2,grok-4.3,grok-4.3,True,correct,1.3604060913705585,39.69,63.1,0.0,0.0,1.0071,130.72452795763817,0.631,False,3,,663.652883,10797
pop_l123_default_gpt,set1,default,3_SSM2D_FusedBidirectionalCrossScan.py,3,3,grok-4.3,grok-4.3,True,correct,17.569444444444446,2.65,27.8,0.0,0.0,38.0,70.233168252312,0.278,False,6,4.0,1289.68799,34190
pop_l123_default_gpt,set1,default,4_MambaBlock.py,4,3,grok-4.3,grok-4.3,False,incorrect,,,,,,,,-1.0,False,7,,3928.133378,41595
pop_l123_default_gpt,set1,default,19_DepthwiseSeparableConv1D_GELU_ResAdd.py,19,2,grok-4.3,grok-4.3,False,incorrect,,,,,,,,-1.0,False,6,,3052.000728,32958
pop_l123_default_gpt,set1,default,21_TriangularMultiplicativeUpdateIncoming.py,21,2,grok-4.3,grok-4.3,False,incorrect,,,,,,,,-1.0,False,5,,1612.827974,20265
pop_l123_default_gpt,set1,default,13_QuantVLA_SelectiveLayoutFusion.py,13,2,grok-4.3,grok-4.3,True,correct,0.6,6.51,18.37,3877.33,277.26,1.4545,61.6355239987047,0.1837,False,5,3.0,1103.340707,19300
pop_l123_default_gpt,set1,default,4_GJKRobotEnvironmentIntersection.py,4,1,grok-4.3,grok-4.3,True,correct,773.8095238095239,0.17,0.0,0.0,0.0,295.0,6.166619358501277,0.0017,False,4,2.0,1705.138798,24405
pop_l123_default_gpt,set1,default,20_RotaryPositionEmbeddingBio.py,20,1,grok-4.3,grok-4.3,True,correct,2.7235772357723578,39.63,25.06,1615.75,237.62,3.0,98.75990471582975,0.3963,False,4,2.0,2493.283997,14750
pop_l123_default_gpt,set1,default,33_VectorizedPoseTransformFused.py,33,2,grok-4.3,grok-4.3,False,compile_fail,,,,,,,,,False,8,6.0,1872.178572,58847
pop_l123_default_gpt,set1,default,22_SE3InvariantLinear.py,22,1,grok-4.3,grok-4.3,True,correct,1.5520231213872833,18.47,11.56,0.0,0.0,8.5,85.7347168583818,0.1847,False,8,4.0,4791.881129,50766
pop_l123_default_gpt,set1,default,43_ContactMapPrediction.py,43,2,grok-4.3,grok-4.3,True,correct,0.4180790960451977,3.02,5.15,0.0,0.0,41.0,12.496621576490258,0.0515,False,6,4.0,2613.854656,37698
pop_l123_default_gpt,set1,default,1_DilatedConvTower_GenomicBlock.py,1,3,grok-4.3,grok-4.3,True,correct,1.1213235294117647,,,153.41,8356.4,0.99,,0.1121,False,5,,2497.772751,18222
pop_l123_default_gpt,set1,default,10_GaussianMixtureModelEM.py,10,3,grok-4.3,grok-4.3,True,correct,0.030619469026548673,0.19,0.0,122.37,6917.22,38.6875,26.183373050555215,0.0019,False,5,3.0,689.454801,31930
pop_l123_default_gpt,set1,default,23_virtual_all_reduce_mean.py,23,1,grok-4.3,grok-4.3,True,correct,1.3525641025641024,0.22,0.0,0.0,0.0,2.0,12.3650771963383,0.0022,False,10,8.0,6202.443735,88050
pop_l123_default_gpt,set1,default,8_SegmentTopKCSR.py,8,1,grok-4.3,grok-4.3,True,correct,602.1798365122615,0.28,0.0,0.0,0.0,1014.3333,13.970104761980199,0.0028,False,12,10.0,5208.578225,97471
pop_l123_default_gpt,set1,default,45_AxialAttention.py,45,2,grok-4.3,grok-4.3,False,incorrect,,14.76,0.0,,,,68.16960768245683,0.1476,False,4,,2614.197656,13631
pop_l123_default_gpt,set1,default,3_CSRSpMMMessagePassing.py,3,1,grok-4.3,grok-4.3,True,correct,41425.389755011136,8.09,7.81,0.0,0.0,1792.3333,47.99330328976646,0.0809,False,7,5.0,5077.426581,29010
pop_l123_default_gpt,set1,default,11_DegreeNormalizedAggregation.py,11,1,grok-4.3,grok-4.3,False,incorrect,,0.05,0.0,,,,6.2069074511126106,0.0005,False,6,,1203.288186,26248
pop_l123_default_gpt,set1,default,44_ReparameterizationTrick.py,44,2,grok-4.3,grok-4.3,True,correct,0.7417943107221007,,,744.88,274.94,1.6866,,0.0742,False,4,2.0,476.543812,24510
pop_l123_default_gpt,set1,default,32_MSAColumnAttention.py,32,2,grok-4.3,grok-4.3,False,incorrect,,0.05,0.0,,,,6.205353573046884,0.0005,False,4,,566.684752,16344
pop_l123_default_gpt,set1,default,3_FusedCrossAttentionRoPEDropout.py,3,2,grok-4.3,grok-4.3,False,incorrect,,0.45,0.0,,,,22.118936121997535,0.0045,False,7,,4826.289526,41352
pop_l123_default_gpt,set1,default,41_VariationalELBO.py,41,2,grok-4.3,grok-4.3,True,correct,0.708542713567839,,,561.28,241.44,1.4878,,0.0709,False,4,2.0,1511.516725,15656
pop_l123_default_gpt,set1,default,16_HamiltonianMonteCarloStep.py,16,2,grok-4.3,grok-4.3,True,correct,5.37473233404711,38.6,64.99,0.0,0.0,4.4615,174.08920611967181,0.6499,False,9,,5307.854727,81357
pop_l123_default_gpt,set1,default,23_GibbsSamplingStep.py,23,2,grok-4.3,grok-4.3,False,incorrect,,0.69,34.99,,,,51.91139638963527,0.3499,False,6,,702.477649,28220
pop_l123_default_gpt,set1,default,5_FlowMatchingProbabilityFlowODE.py,5,3,grok-4.3,grok-4.3,False,compile_fail,,,,,,,,,False,6,3.0,1738.705952,34818
pop_l123_default_gpt,set1,default,24_VoxelGridPooling.py,24,1,grok-4.3,grok-4.3,False,compile_fail,,,,,,,,,False,4,2.0,952.510823,16989
pop_l123_default_gpt,set1,default,17_FP8ScaledAttention.py,17,2,grok-4.3,grok-4.3,False,incorrect,,0.04,0.0,,,,6.211243391501371,0.0004,False,9,,1724.209838,68895
pop_l123_default_gpt,set1,default,13_ConditionalVAELoss.py,13,3,grok-4.3,grok-4.3,False,incorrect,,,,,,,,-1.0,False,3,,78.907619,8522
pop_l123_default_gpt,set1,default,15_COOScatterAddNodeFeatures.py,15,1,grok-4.3,grok-4.3,True,correct,0.6221590909090908,6.37,0.0,0.0,0.0,1.125,24.36951199864628,0.0637,False,10,6.0,2686.703273,44908
pop_l123_default_gpt,set1,default,39_Fused1DTemporalConvolution.py,39,2,grok-4.3,grok-4.3,False,incorrect,,0.19,20.04,,,,97.04142016167468,0.2004,False,12,,1791.676175,99299
pop_l123_default_gpt,set1,default,19_PairwiseDistanceMatrix.py,19,1,grok-4.3,grok-4.3,True,correct,5.577464788732395,0.14,31.17,0.0,0.0,12.0,79.58257094013325,0.3117,False,4,2.0,158.081609,11276
pop_l123_default_gpt,set1,default,40_SmithWatermanDPScore.py,40,2,grok-4.3,grok-4.3,True,correct,713.5416666666666,0.11,0.0,649.79,240.86,15364.0,7.622176151564518,0.0011,False,3,1.0,2106.375101,12992
pop_l123_default_gpt,set1,default,29_MSARowAttention.py,29,2,grok-4.3,grok-4.3,False,incorrect,,21.63,60.78,,,,91.8862606180369,0.6078,False,5,,1772.199657,20566
pop_l123_default_gpt,set1,default,42_BatchedForwardKinematics.py,42,2,grok-4.3,grok-4.3,False,error,,,,,,,,,False,13,,1072.268926,75095
pop_l123_default_gpt,set1,default,25_virtual_reduce_scatter_masked_sum.py,25,1,grok-4.3,grok-4.3,True,correct,2.4871355060034306,0.06,0.0,0.0,0.0,7.0,1.5617809479981593,0.0006,False,4,2.0,2315.825713,11904
pop_l123_default_gpt,set1,default,6_EdgeSoftmaxMultiHeadCSR.py,6,1,FW-GLM-5-1,fw-glm-5-1,False,compile_fail,,,,,,,,,False,12,,2489.081522,138542
pop_l123_default_gpt,set1,default,1_Conv1d_Depthwise.py,1,1,FW-GLM-5-1,fw-glm-5-1,True,correct,2.654690618762475,80.0,10.65,0.0,0.0,12.0,94.94947825743108,0.8,False,5,2.0,888.769082,28268
pop_l123_default_gpt,set1,default,15_COOScatterAddNodeFeatures.py,15,1,FW-GLM-5-1,fw-glm-5-1,True,correct,0.5349397590361445,5.01,0.0,0.0,0.0,1.125,36.022278692161876,0.0501,False,12,4.0,2328.29871,76948
pop_l123_default_gpt,set1,default,5_Conv1d_Causal.py,5,1,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,92.78,25.46,,,,189.5648739660533,0.9278,False,12,,4130.783584,103461
pop_l123_default_gpt,set1,default,13_FarthestPointSampling3D.py,13,1,FW-GLM-5-1,fw-glm-5-1,True,correct,64.96815286624204,0.01,6.98,0.0,0.0,2054.0,12.499596633065167,0.0698,False,10,4.0,2832.947888,94426
pop_l123_default_gpt,set1,default,22_FusedBallQuery3D.py,22,2,FW-GLM-5-1,fw-glm-5-1,True,correct,25.299999999999997,0.49,5.58,0.0,0.0,22.25,17.77271119743807,0.0558,False,11,4.0,3806.540457,113153
pop_l123_default_gpt,set1,default,47_virtual_all_gather_concat_linear.py,47,2,FW-GLM-5-1,fw-glm-5-1,True,correct,0.7569444444444444,0.11,0.0,15147.48,235.82,14.0,11.096643311005609,0.0011,False,5,2.0,1006.485025,19673
pop_l123_default_gpt,set1,default,25_OuterProductMean.py,25,2,FW-GLM-5-1,fw-glm-5-1,True,correct,0.0992753623188406,19.36,41.3,81.4,242.28,1.9231,128.8139879879279,0.413,False,12,10.0,3830.02568,220923
pop_l123_default_gpt,set1,default,4_GJKRobotEnvironmentIntersection.py,4,1,FW-GLM-5-1,fw-glm-5-1,True,correct,766.8161434977578,0.16,0.0,0.0,0.0,295.0,6.396675358539766,0.0016,False,8,5.0,1412.013851,72430
pop_l123_default_gpt,set1,default,10_GFVLA_FusedPairwiseNodeAggregate.py,10,2,FW-GLM-5-1,fw-glm-5-1,True,correct,0.050197628458498025,0.01,0.0,246.26,527.1,4.5455,1.5624998770674787,0.0001,False,9,6.0,2101.251746,137347
pop_l123_default_gpt,set1,default,9_BayesianLinearRegression.py,9,3,FW-GLM-5-1,fw-glm-5-1,True,correct,2.8357142857142854,1.05,0.0,2303.37,243.1,20.1429,58.08134406471177,0.0105,False,7,4.0,1743.313776,94821
pop_l123_default_gpt,set1,default,39_Fused1DTemporalConvolution.py,39,2,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,0.31,35.43,,,,97.61906528091221,0.3543,False,12,,4359.32529,118926
pop_l123_default_gpt,set1,default,25_virtual_reduce_scatter_masked_sum.py,25,1,FW-GLM-5-1,fw-glm-5-1,False,compile_fail,,,,,,,,,False,12,,2850.321458,85844
pop_l123_default_gpt,set1,default,23_virtual_all_reduce_mean.py,23,1,FW-GLM-5-1,fw-glm-5-1,True,correct,1.1299524564183836,0.15,0.0,0.0,0.0,2.0,10.272784280936454,0.0015,False,11,2.0,2007.828397,52372
pop_l123_default_gpt,set1,default,23_GibbsSamplingStep.py,23,2,FW-GLM-5-1,fw-glm-5-1,True,correct,4.188679245283019,11.71,14.91,258.25,242.44,9.1275,422.1681061480246,0.1491,False,11,7.0,3752.545709,73886
pop_l123_default_gpt,set1,default,21_TriangularMultiplicativeUpdateIncoming.py,21,2,FW-GLM-5-1,fw-glm-5-1,True,correct,0.230188679245283,12.72,23.18,136.87,466.48,1.629,146.38469508705413,0.2318,False,5,2.0,1370.571015,41018
pop_l123_default_gpt,set1,default,28_DirichletMultinomialLogLikelihood.py,28,1,FW-GLM-5-1,fw-glm-5-1,True,correct,0.019682539682539683,1.72,18.07,96.24,242.2,2.25,28.004153712604793,0.1807,False,11,2.0,887.405942,79829
pop_l123_default_gpt,set1,default,45_AxialAttention.py,45,2,FW-GLM-5-1,fw-glm-5-1,False,compile_fail,,,,,,,,,False,12,2.0,3018.548752,268591
pop_l123_default_gpt,set1,default,42_BatchedForwardKinematics.py,42,2,FW-GLM-5-1,fw-glm-5-1,True,correct,3.3520336605890604,0.12,0.0,0.0,0.0,14.0,1.562291510299391,0.0012,False,5,2.0,1044.196303,22455
pop_l123_default_gpt,set1,default,29_MSARowAttention.py,29,2,FW-GLM-5-1,fw-glm-5-1,True,correct,1.218715995647443,,,0.0,0.0,1.3727,,0.1219,False,12,10.0,4709.3018,212114
pop_l123_default_gpt,set1,default,17_CSRMaxAggregation.py,17,1,FW-GLM-5-1,fw-glm-5-1,True,correct,1937.17277486911,2.32,7.02,0.0,0.0,1226.9167,46.419463417286806,0.0702,False,11,8.0,2028.906969,94385
pop_l123_default_gpt,set1,default,8_EvoformerBlock.py,8,3,FW-GLM-5-1,fw-glm-5-1,True,correct,1.2393162393162391,,,390.77,241.82,0.9923,,0.1239,False,11,8.0,3465.904957,303906
pop_l123_default_gpt,set1,default,3_SSM2D_FusedBidirectionalCrossScan.py,3,3,FW-GLM-5-1,fw-glm-5-1,True,correct,16.24390243902439,2.66,17.11,0.0,0.0,28.5,23.433366102404214,0.1711,False,12,4.0,5155.66095,130526
pop_l123_default_gpt,set1,default,24_KimiDeltaAttentionChannelwise.py,24,2,FW-GLM-5-1,fw-glm-5-1,True,correct,34.433497536945815,0.06,0.0,0.0,0.0,2823.0,12.499690204652396,0.0006,False,9,6.0,2337.707713,66884
pop_l123_default_gpt,set1,default,44_ReparameterizationTrick.py,44,2,FW-GLM-5-1,fw-glm-5-1,True,correct,2.895424836601307,6.81,51.13,1129.95,242.64,1.9825,188.56638102280453,0.5113,False,11,4.0,2221.443784,210215
pop_l123_default_gpt,set1,default,26_ImportanceSampling.py,26,1,FW-GLM-5-1,fw-glm-5-1,True,correct,0.05524193548387097,1.23,24.26,195.52,483.72,0.4093,38.64307818037303,0.2426,False,11,2.0,4632.949294,240504
pop_l123_default_gpt,set1,default,5_FlowMatchingProbabilityFlowODE.py,5,3,FW-GLM-5-1,fw-glm-5-1,True,correct,2.2294117647058824,0.01,0.0,144.54,243.22,73.7,6.249892394661703,0.0001,False,7,4.0,1639.682725,63687
pop_l123_default_gpt,set1,default,49_sum_gelu_across_virtual_ranks.py,49,2,FW-GLM-5-1,fw-glm-5-1,True,correct,1.5037707390648567,0.14,0.0,0.0,0.0,3.0,10.887549074593382,0.0014,False,7,4.0,1413.134213,25817
pop_l123_default_gpt,set1,default,14_TriangularMultiplicativeUpdateOutgoing.py,14,2,FW-GLM-5-1,fw-glm-5-1,True,correct,0.43971291866028706,84.26,6.84,0.0,0.0,1.5075,264.1526892709441,0.8426,False,11,3.0,3810.357368,131295
pop_l123_default_gpt,set1,default,7_Conv1d_FFT.py,7,1,FW-GLM-5-1,fw-glm-5-1,True,correct,0.004285714285714286,100.0,5.23,122.0,36671.18,61.0,383.1045341420913,1.0,False,12,9.0,4112.587146,155243
