folder,set_id,mode,model,problem_id,outcome,correct,total_turns,timeout_events,had_timeout,first_correct_step,mid_pass_step,error_types_str,num_tool_calls,tools_str
pop_l123_all_gpt,set1,all,gpt-5.5-priority,50,correct,True,15,0,False,12.0,12.0,correctness_fail|correctness_fail|correctness_fail|correctness_fail|correctness_fail|other_fail,14,get_gpu_specs|compile_kernel|run_correctness|run_correctness|run_correctness|compile_kernel|run_correctness|profile_kernel|run_correctness|static_check|submit_kernel|run_correctness|run_correctness|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,10,correct,True,15,0,False,2.0,2.0,,15,get_gpu_specs|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,29,correct,True,13,0,False,3.0,3.0,compile_error|other_fail|other_fail,13,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|profile_kernel|profile_kernel|compile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,7,correct,True,11,0,False,3.0,3.0,correctness_fail,11,get_gpu_specs|compile_kernel|run_correctness|run_correctness|profile_kernel|run_correctness|profile_kernel|profile_kernel|static_check|run_correctness|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,19,correct,True,15,0,False,1.0,1.0,,15,compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|profile_kernel|profile_kernel|profile_kernel|run_correctness|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,24,correct,True,15,0,False,1.0,1.0,,16,compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|profile_kernel|run_correctness|profile_kernel|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,6,correct,True,12,0,False,4.0,4.0,compile_error|correctness_fail,12,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,10,correct,True,14,0,False,6.0,6.0,correctness_fail|compile_error|correctness_fail|correctness_fail,14,compile_kernel|run_correctness|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,13,correct,True,15,0,False,3.0,3.0,compile_error,15,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,12,correct,True,15,0,False,10.0,10.0,correctness_fail|compile_error|compile_error|compile_error|correctness_fail|correctness_fail|correctness_fail|correctness_fail,15,get_gpu_specs|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|profile_kernel|run_correctness|profile_kernel|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,11,correct,True,14,0,False,2.0,2.0,correctness_fail|other_fail,15,get_gpu_specs|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|profile_kernel|profile_kernel|run_correctness|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,14,correct,True,14,0,False,2.0,2.0,compile_error|other_fail|correctness_fail,14,compile_kernel|compile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|profile_kernel|run_correctness|profile_kernel|run_correctness|run_correctness|profile_kernel|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,25,correct,True,15,0,False,5.0,5.0,compile_error|compile_error|correctness_fail,15,get_gpu_specs|compile_kernel|compile_kernel|compile_kernel|run_correctness|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,15,correct,True,14,0,False,1.0,1.0,,14,compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,29,correct,True,13,0,False,2.0,2.0,compile_error,13,compile_kernel|compile_kernel|run_correctness|profile_kernel|profile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|static_check|run_correctness|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,4,correct,True,14,0,False,1.0,1.0,correctness_fail,14,compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|run_correctness|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,30,correct,True,14,0,False,1.0,1.0,,14,compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,49,correct,True,13,0,False,1.0,1.0,correctness_fail,13,compile_kernel|run_correctness|profile_kernel|static_check|run_correctness|profile_kernel|profile_kernel|run_correctness|profile_kernel|profile_kernel|run_correctness|profile_kernel|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,39,correct,True,15,0,False,10.0,10.0,correctness_fail|correctness_fail|compile_error|compile_error|compile_error|correctness_fail|correctness_fail,15,get_gpu_specs|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|profile_kernel|run_correctness|profile_kernel|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,5,correct,True,14,0,False,7.0,7.0,compile_error|correctness_fail|correctness_fail|correctness_fail|correctness_fail|compile_error|correctness_fail|correctness_fail,14,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|profile_kernel|run_correctness|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,44,correct,True,15,0,False,2.0,2.0,correctness_fail,16,get_gpu_specs|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|run_correctness|profile_kernel|compile_kernel|static_check|run_correctness|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,20,correct,True,14,0,False,3.0,3.0,compile_error,15,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|disassemble_kernel|static_check|run_correctness|profile_kernel|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,4,correct,True,11,0,False,1.0,1.0,,11,compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,26,correct,True,15,0,False,5.0,5.0,correctness_fail|compile_error,15,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|compile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|run_correctness|profile_kernel|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,6,correct,True,10,0,False,3.0,3.0,compile_error|other_fail,10,get_gpu_specs|compile_kernel|run_correctness|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,31,correct,True,14,0,False,4.0,4.0,correctness_fail|correctness_fail,14,compile_kernel|run_correctness|run_correctness|compile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|static_check|compile_kernel|run_correctness|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,5,correct,True,15,0,False,2.0,2.0,other_fail|correctness_fail,15,get_gpu_specs|compile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|profile_kernel|run_correctness|run_correctness|profile_kernel|profile_kernel|run_correctness|profile_kernel|run_correctness|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,28,correct,True,15,0,False,2.0,2.0,,16,get_gpu_specs|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|compile_kernel|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,12,correct,True,15,0,False,4.0,4.0,correctness_fail,15,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,2,correct,True,15,0,False,3.0,3.0,compile_error|correctness_fail,15,compile_kernel|compile_kernel|run_correctness|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,27,correct,True,13,0,False,2.0,2.0,,13,get_gpu_specs|compile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|profile_kernel|profile_kernel|profile_kernel|profile_kernel|run_correctness|profile_kernel|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,9,correct,True,15,0,False,3.0,3.0,compile_error|compile_error,15,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|compile_kernel|compile_kernel|run_correctness|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,8,correct,True,15,0,False,3.0,3.0,compile_error|correctness_fail|compile_error,15,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|run_correctness|profile_kernel|run_correctness|run_correctness|profile_kernel|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,40,correct,True,15,0,False,2.0,2.0,,15,get_gpu_specs|compile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,12,correct,True,15,0,False,12.0,12.0,compile_error|correctness_fail|correctness_fail|correctness_fail|compile_error|compile_error|correctness_fail|correctness_fail|correctness_fail|correctness_fail|correctness_fail|other_fail,15,compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,8,correct,True,13,0,False,3.0,3.0,correctness_fail,13,compile_kernel|run_correctness|compile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,7,correct,True,15,0,False,2.0,2.0,,15,get_gpu_specs|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,31,correct,True,14,0,False,1.0,1.0,compile_error,14,compile_kernel|run_correctness|profile_kernel|run_correctness|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|profile_kernel|run_correctness|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,1,correct,True,14,0,False,4.0,4.0,compile_error|correctness_fail,14,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|profile_kernel|profile_kernel|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,47,correct,True,15,0,False,2.0,2.0,,15,get_gpu_specs|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|profile_kernel|profile_kernel|profile_kernel|compile_kernel|run_correctness|profile_kernel|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,18,correct,True,15,0,False,5.0,5.0,compile_error|correctness_fail|compile_error|correctness_fail,15,compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,16,correct,True,13,0,False,2.0,2.0,,13,get_gpu_specs|compile_kernel|run_correctness|profile_kernel|static_check|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,30,correct,True,14,0,False,3.0,3.0,compile_error|correctness_fail|other_fail,14,compile_kernel|compile_kernel|run_correctness|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|profile_kernel|profile_kernel|profile_kernel|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,26,correct,True,15,0,False,4.0,4.0,compile_error|compile_error|correctness_fail|compile_error,15,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|profile_kernel|run_correctness|run_correctness|profile_kernel|profile_kernel|run_correctness|profile_kernel|run_correctness|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,8,correct,True,8,0,False,5.0,5.0,compile_error|compile_error|correctness_fail|correctness_fail,8,compile_kernel|compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,19,correct,True,14,0,False,5.0,5.0,correctness_fail|compile_error|correctness_fail|compile_error,14,get_gpu_specs|compile_kernel|run_correctness|run_correctness|compile_kernel|run_correctness|profile_kernel|run_correctness|run_correctness|run_correctness|profile_kernel|profile_kernel|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,13,correct,True,13,0,False,3.0,3.0,compile_error,13,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|compile_kernel|run_correctness|profile_kernel|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,3,correct,True,13,0,False,9.0,9.0,correctness_fail|correctness_fail|compile_error|compile_error|compile_error|correctness_fail|compile_error,13,get_gpu_specs|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|compile_kernel|run_correctness|run_correctness|run_correctness|profile_kernel|static_check|submit_kernel
pop_l123_all_gpt,set1,all,gpt-5.5-priority,9,correct,True,15,0,False,2.0,2.0,,16,get_gpu_specs|compile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|profile_kernel|run_correctness|run_correctness|profile_kernel|profile_kernel|run_correctness|profile_kernel|static_check|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,6,correct,True,11,0,False,9.0,9.0,correctness_fail|correctness_fail|correctness_fail|correctness_fail,11,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,31,compile_fail,False,5,0,False,3.0,3.0,compile_error,4,get_gpu_specs|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,9,correct,True,4,0,False,2.0,2.0,,4,get_gpu_specs|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,25,correct,True,5,0,False,3.0,3.0,compile_error,5,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,26,compile_fail,False,6,0,False,,,compile_error|compile_error|compile_error|compile_error,5,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,26,correct,True,7,0,False,5.0,5.0,correctness_fail|correctness_fail|correctness_fail,7,get_gpu_specs|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,8,incorrect,False,5,0,False,,,compile_error|correctness_fail|correctness_fail,5,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,48,incorrect,False,10,0,False,,,compile_error|compile_error|correctness_fail|correctness_fail|correctness_fail|correctness_fail,10,get_gpu_specs|compile_kernel|compile_kernel|compile_kernel|compile_kernel|run_correctness|compile_kernel|run_correctness|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,7,correct,True,9,0,False,8.0,,correctness_fail|correctness_fail|correctness_fail|compile_error,9,get_gpu_specs|compile_kernel|compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|compile_kernel|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,36,correct,True,3,0,False,2.0,,compile_error,3,get_gpu_specs|compile_kernel|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,28,correct,True,4,0,False,2.0,2.0,,4,get_gpu_specs|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,21,correct,True,4,0,False,2.0,2.0,,4,get_gpu_specs|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,24,correct,True,6,0,False,4.0,4.0,correctness_fail,6,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,31,compile_fail,False,8,0,False,5.0,5.0,correctness_fail|correctness_fail|correctness_fail|compile_error,7,get_gpu_specs|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,10,correct,True,6,0,False,5.0,,correctness_fail|compile_error,6,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|compile_kernel|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,15,correct,True,5,0,False,2.0,2.0,,5,get_gpu_specs|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,5,incorrect,False,8,0,False,2.0,2.0,correctness_fail|correctness_fail|correctness_fail|correctness_fail,8,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|run_correctness|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,46,correct,True,12,0,False,11.0,,correctness_fail|correctness_fail|correctness_fail|correctness_fail|correctness_fail|correctness_fail|correctness_fail,12,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|compile_kernel|run_correctness|run_correctness|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,29,correct,True,4,0,False,2.0,2.0,,4,get_gpu_specs|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,47,correct,True,5,0,False,2.0,2.0,,5,get_gpu_specs|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,8,correct,True,4,0,False,2.0,2.0,,4,get_gpu_specs|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,2,correct,True,10,0,False,9.0,,compile_error|correctness_fail|compile_error|compile_error|compile_error|compile_error,10,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|compile_kernel|run_correctness|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,35,correct,True,8,0,False,5.0,5.0,correctness_fail,8,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,1,correct,True,6,0,False,4.0,4.0,correctness_fail,6,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,16,compile_fail,False,10,0,False,5.0,5.0,correctness_fail|correctness_fail|compile_error,10,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|run_correctness|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,14,correct,True,5,0,False,2.0,2.0,,5,get_gpu_specs|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,37,incorrect,False,7,0,False,,,correctness_fail|correctness_fail|correctness_fail,7,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,13,incorrect,False,12,0,False,,,compile_error|compile_error|correctness_fail|correctness_fail|correctness_fail|correctness_fail|correctness_fail,12,get_gpu_specs|compile_kernel|compile_kernel|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,4,correct,True,7,0,False,6.0,,correctness_fail|correctness_fail,6,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,30,correct,True,4,0,False,2.0,2.0,,4,get_gpu_specs|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,6,correct,True,6,0,False,3.0,3.0,,6,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,18,incorrect,False,8,0,False,,,correctness_fail|correctness_fail|correctness_fail|correctness_fail,8,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,30,correct,True,4,0,False,2.0,2.0,,4,get_gpu_specs|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,32,correct,True,3,0,False,1.0,1.0,,3,compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,50,error,False,13,0,False,,,correctness_fail|correctness_fail|correctness_fail|other_fail|other_fail|other_fail|other_fail|other_fail|other_fail|other_fail,13,get_gpu_specs|compile_kernel|run_correctness|run_correctness|static_check|run_correctness|submit_kernel|submit_kernel|submit_kernel|submit_kernel|submit_kernel|submit_kernel|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,12,incorrect,False,8,0,False,,,correctness_fail|correctness_fail|correctness_fail|correctness_fail,8,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,20,correct,True,5,0,False,3.0,3.0,compile_error,5,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,17,incorrect,False,8,0,False,,,correctness_fail|correctness_fail|correctness_fail|correctness_fail,8,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,2,correct,True,10,0,False,8.0,8.0,correctness_fail|correctness_fail|correctness_fail,10,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,49,compile_fail,False,8,0,False,5.0,5.0,correctness_fail|correctness_fail|compile_error,7,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,9,correct,True,6,0,False,4.0,4.0,compile_error|correctness_fail,7,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,7,correct,True,9,0,False,5.0,5.0,correctness_fail|correctness_fail,9,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|run_correctness|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,11,compile_fail,False,8,0,False,5.0,5.0,correctness_fail|compile_error|compile_error,8,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,27,correct,True,9,0,False,6.0,6.0,correctness_fail|correctness_fail,9,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,12,compile_fail,False,5,0,False,,,compile_error|compile_error|compile_error|compile_error,5,get_gpu_specs|compile_kernel|compile_kernel|compile_kernel|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,12,incorrect,False,10,0,False,,,compile_error|compile_error|correctness_fail|correctness_fail|correctness_fail|correctness_fail,10,get_gpu_specs|compile_kernel|compile_kernel|compile_kernel|run_correctness|run_correctness|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,7,correct,True,5,0,False,4.0,,,5,get_gpu_specs|compile_kernel|compile_kernel|static_check|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,10,compile_fail,False,7,0,False,5.0,5.0,correctness_fail|compile_error,6,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,9,incorrect,False,6,0,False,,,correctness_fail|compile_error|correctness_fail,5,compile_kernel|run_correctness|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,22,compile_fail,False,12,0,False,,,compile_error|compile_error|compile_error|compile_error|compile_error|compile_error|compile_error|compile_error|compile_error|compile_error|compile_error,12,get_gpu_specs|compile_kernel|compile_kernel|compile_kernel|compile_kernel|compile_kernel|compile_kernel|compile_kernel|compile_kernel|compile_kernel|compile_kernel|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,14,incorrect,False,5,0,False,,,correctness_fail,5,get_gpu_specs|compile_kernel|compile_kernel|compile_kernel|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,28,correct,True,7,0,False,5.0,5.0,,7,get_gpu_specs|compile_kernel|compile_kernel|compile_kernel|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,1,correct,True,6,0,False,4.0,4.0,correctness_fail,6,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,5,incorrect,False,8,0,False,,,correctness_fail|correctness_fail|correctness_fail|correctness_fail,8,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,6,correct,True,3,0,False,2.0,,,3,get_gpu_specs|compile_kernel|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,3,correct,True,6,0,False,4.0,4.0,correctness_fail,6,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,grok-4.3,4,incorrect,False,7,0,False,,,compile_error|compile_error|correctness_fail|correctness_fail,7,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|static_check|submit_kernel
